PREDICATE,SUBJECT_TEXT,OBJECT_TEXT,SENTENCE,LABEL
COEXISTS_WITH,congenital left ventricular aneurysms,Ventricular dysrhythmias,Ventricular dysrhythmias associated with congenital left ventricular aneurysms.,1
PROCESS_OF,Alpha-1-antitrypsin deficiency,children,[Alpha-1-antitrypsin deficiency and liver pathology in children].,1
USES,treatment,RA,"In contrast, RA treatment of SK-N-SH-F (SH-F) cultures       transforms the small neuroblast cells into large flattened, fibroblastic or       epithelial-like cells.",1
PROCESS_OF,diabetic,patients,Chlorpropamide in treatment of elderly diabetic patients.,1
TREATS,consultations,deaths,"The inaccuracy of cancer registries at oncological dispensaries is due to the       incomplete and delayed supply of statistical data on cancer patients and deaths       from neoplasms by the district oncological service authorities, treated cancer       patients and consultations given--by general clinical hospitals and diagnoses of       cancer established post-mortem or shortly before death--by the local authorities       of general medical services.",0
PROCESS_OF,vascular permeability,patients,Effect of C'1 esterase on vascular permeability in man: studies in normal and       complement-deficient individuals and in patients with hereditary angioneurotic       edema.,1
USES,application,bicuculline,Distinct X- and Y-streams in the cat visual cortex revealed by bicuculline       application.,1
PROCESS_OF,ovulation,rat,Induction and inhibition of ovulation in the rat by intracerebral progesterone       implants.,1
PROCESS_OF,diabetic,patients,The results demonstrated       that the diabetic patients were insulin resistant compared to normals and that       the degree of insulin resistance was greater the more severe the diabetes.,1
PROCESS_OF,systemic lupus erythematosus,adult,Two of the patients were children with Hodgkin disease and the third       was an adult with systemic lupus erythematosus.,1
TREATS,androgens,women,"In a study designed to compare plasma androgens in obese, anovulatory women with       non-obese, ovulatory women, we found a statistically significant increase in       plasma androstenedione and testosterone in obese, anovulatory women.",0
TREATS,sheep antiserum to somatostatin,rats,"An iv administration of 1 ml sheep antiserum to somatostatin (anti-SS) resulted       in marked increases of both serum GH and TSH, with a peak 10--20 min after       administration in male rats anesthetized with urethane or pentobarbital.",0
USES,documented cell growth inhibitory activity,cell growth inhibitory,"However, the well documented cell growth inhibitory activity       of this catecholamine suggests nuclear regulation.",0
COEXISTS_WITH,pustules,Pyostomatitis vegetans,Pyostomatitis vegetans is a rare eruption of the oral cavity       characterized by tiny yellow pustules coating the surface of the friable eroded       mucosa.,1
COEXISTS_WITH,oleate,acyl-CoA,"Microsomes isolated from the developing cotyledons of the seeds of the safflower       varieties, very-high-linoleate, Gila and high-oleate, were capable of exchanging       the acyl groups in acyl-CoA with the fatty acids in position 2 of       phosphatidylcholine.",1
COEXISTS_WITH,Histiocytosis,breast carcinoma,[Histiocytosis of the sinuses of the regional lymph nodes in breast carcinoma].,1
COEXISTS_WITH,Anisokaryosis,metastases,Anisokaryosis is evidently less in metastases       compared with all primary melanomas.,1
DIAGNOSES,barium swallow,swallowing problems,The most common swallowing problems demonstrated by       videofluorography barium swallow were prolonged oral transit and delayed       swallowing reflex; each occurring in 87.5% of eight cases.,1
USES,cannulae,implanted,Injections were administered bilaterally (1.0       microliter/injection) through chronically-implanted cannulae.,0
COEXISTS_WITH,glucose intolerance,obese,[Weight reduction and glucose intolerance in obese subjects (author's transl)].,1
TREATS,corneal grafts,patients,The findings seem to imply that recipients of corneal grafts can be       immunized by their grafts and that cytotoxic lymphocytes in peripheral blood       appear frequently in those patients showing graft rejection.,0
PROCESS_OF,spots,patient,"Keratectomy specimens permitting light and       electron microscopy indicated that the smaller spots predominating in one patient       correlated with epithelial microcysts and vacuoles, while areas of parakeratosis       accounted for the macroscopic white patches found in the other.",1
TREATS,maintenance therapy,acute myeloid leukaemia,"A comparative trial of remission induction (by cytosine arabinoside, or C.A.R.       and thioguanine, or C.A.R. and daunorubicine) and maintenance therapy (by C.A.R.       or methylgag) in acute myeloid leukaemia.",1
USES,Obstetric anesthesia,propanidid,[Obstetric anesthesia with propanidid].,1
USES,stone extraction,steerable catheter,"Utilizing the steerable catheter designed       for stone extraction, the technique is modified with addition of balloon       catheters and other instruments for dilatation.",1
PROCESS_OF,diabetic,outpatients,College students versus       diabetic outpatients.,1
PROCESS_OF,gastroenteritis,Salmonella       typhimurium,Public health implications of an outbreak of Salmonella       typhimurium gastroenteritis in Wichita.,0
USES,treatment,dbcAMP,"Lactate dehydrogenase activity was also increased by       dbcAMP treatment at both low and high passage, but culture passage produced no       change in the lactate dehydrogenase.",1
PROCESS_OF,onchocerciasis,patients,"In a group of 25 Ghanian patients on whom trepano-trabeculectomy was performed,       14 patients had glaucoma simplex and 11 patients had glaucoma and onchocerciasis.",1
USES,treatment,indomethacin,This response was not suppressed by       treatment with indomethacin.,1
PROCESS_OF,emotionality,rat,The effects of electroconvulsive shock on emotionality and autonomic response to       subsequent stress in the rat.,1
PROCESS_OF,cerebral       edema,infants,"In infants and older children       with burns covering upwards of 5% and 10% respectively of body surface there is a       danger of shock developing, with peripheral vasoconstriction, acidosis, cerebral       edema and renal failure.",1
TREATS,treatment,patients,"Red blood cells may also be rejuvenated after storage in       the liquid state to increase their 2,3 DPG and ATP levels to 150 to 200% of       normal, and these red blood cells with improved oxygen transport function have       been administered to anemic patients with and without cardiopulmonary       insufficiency, patients undergoing cardiopulmonary bypass and treatment with       hypothermia during cardiac surgery, and in instances where nonhemolytic       transfusion reactions might be expected.",1
TREATS,strychnine sulfate,mice,"The convulsants, strychnine sulfate and pentylenetetrazole,       induced seizures both in rats and mice.",0
COEXISTS_WITH,Splenic function,Hodgkin's disease,[Splenic function in Hodgkin's disease].,1
TREATS,prevention,traveler's diarrhea,"Proper pre-travel       counsel should be given concerning general health risks that may be encountered       abroad, immunizations, malaria prophylaxis and prevention and treatment of       traveler's diarrhea.",0
PROCESS_OF,NIDDM,patients,Five-year follow-up study on plasma insulin levels in newly diagnosed NIDDM       patients and nondiabetic subjects.,1
PROCESS_OF,atherogenesis,SHRSP,Intake of additional 1% methionine or 3% lysine       had marked preventive effects on atherogenesis in the cerebral and mesenteric       arteries in SHRSP.,1
PROCESS_OF,hypercholesterolemia,rabbits,[Effect of vegetable (sunflower)oil on the development of hypercholesterolemia       and atherosclerosis in rabbits].,1
COEXISTS_WITH,hydrochloride,alcohols,The hydrochloride is soluble in water and       aqueous alcohols.,1
USES,white       blood cell count,CRP,"When comparing clinical test values       between the groups, low values of white blood cell count (P less than 0.05, P       less than 0.01) and erythrocyte sedimentation rate (P less than 0.05) were       observed in group III with cesarean section, and significant decreases in white       blood cell count (P less than 0.05) and CRP (P less than 0.01, P less than 0.001)       were observed in group III with total abdominal hysterectomy.",0
PROCESS_OF,Endocrine function,patients,[Endocrine function of the pancreas in patients with chronic pancreatitis and its       relation to exocrine function].,1
COEXISTS_WITH,peptic ulcer disease,hyperamylasemia,It is suggested that       hyperamylasemia associated with peptic ulcer disease is most often not indicative       of acute pancreatitis and that treatment is most appropriately directed at the       ulcer.,1
